"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",-0.48146592172718,-0.0338946170670794,-0.869737339203084,-0.582151375616296,-0.136731402670007,0.474940731851026,-0.289155735180867,0.0346177054559084,-0.822488271744988,-0.306651357289431,-1.04747371968679,0.681663403558408,-0.270122867326056,-0.0892626526674778,-0.216441577916592,-0.106617013766833
"2",-0.46409804021283,0.278799735343389,-0.920825056192962,-0.901950489483948,-0.226451409317223,0.138443039233399,-0.432537234288563,0.347979491837333,-0.838727015812661,-0.505181516933152,-0.854704874914274,0.275099345072535,0.00514834691531927,-0.153971497689616,-0.231972655503656,0.0512312877253153
"3",-0.454607540629009,0.248164070641533,-1.01560925185201,-0.560110400741242,-0.231091972747356,-0.0528448990200352,-0.472290473027574,0.366982358928783,-0.725102105622756,-0.635463933554072,-0.0332438506868969,0.159307348244676,-0.45472820442243,-0.179706118940234,-0.22476625856858,-0.0772362459339093
"4",-0.718797506939129,0.213595544989371,-0.902075798021707,-0.348768067730155,-0.327662305012673,0.0401147211480925,-0.402456303725633,0.316694572331298,-0.826085670996345,-0.493582257404029,0.218400251531829,-0.021167213440965,0.0778631167747935,-0.150827389893345,-0.417677068287414,-0.0345100799587799
