"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",0.711873474654927,1.06932028251311,1.56456134999693,0.968535090133823,1.1398783342566,0.929629414164201,0.816543028514725,1.31590262388843,0.768280762180428,0.999821513353493,1.15776534903107,1.23008233331965,1.02101966450786,0.6808360490152,1.15612640234993,0.866026358680987
