"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134"
"1",0.239766858907133,0.937470654430451,0.679146963561749,0.893205717530259,0.237124363438463,-0.451869070071638,-0.644380396178356,-0.11507573047303,-0.502313601204069,0.190471850863752,0.464796774233823,-0.124727648078567,-0.842934176757984,0.571817705265696,0.0599867120520743,-1.56184272919909,-0.0317402808492778,-0.125838675198548,0.466517200184819,0.234080925636587,0.285315075603419,-0.702180891708545,0.297469996713182,0.195818115128538,0.166891079210698,0.199638954214789,0.538699048991893,0.552635393048668,0.820186296065056,0.9448227275201,0.540509705621924,0.298092694294864,0.238829237358,-0.245251782925943,-0.617665485774913,-0.604374688782734,-0.439188860329078,-0.173149282737352,0.317878536365122,0.336846872856678,0.0631479604999265,0.618783251372491,-0.118992398264201,0.299916901157741,-0.307059811484603,-0.172899770801656,0.784700585885931,-0.878644225816418,0.412143565011046,-0.185253703034901,-0.147182205856862,0.611816164372366,0.0101244576567463,-1.25688316845472,0.4216304497083,0.077920401330419,-0.245145274691254,0.165307198741349,-1.04420408061242,0.156969713420722,-0.0690385091066809,0.101874353596598,-0.18535705181382,-0.050757282919009,-0.0394910738118658,0.0626437496822234,0.229790558892784,0.204068563347772,-0.355338432565555,-0.221616606151353,-0.904217561486426,0.803398055245356,-0.0815165890215861,-0.392566397684118,-0.471309082941925,-0.104116397454583,0.0816885097530324,0.135507704158365,0.581537864805647,0.813865275771048,0.363132197949913,0.164940756059123,0.570855999675704,0.819018480445525,0.139407952663958,-0.451068241859055,-0.54125103497702,-0.0712988201000662,-0.959774631801713,0.506431181696727,0.714600715301916,0.0319068710995321,-0.33060428622815,0.129986675205256,-0.129024507747696,0.160942457621885,-0.39930727074402,-0.259553070913708,-0.350858030887129,0.835074498397574,-0.0739121659279949,0.176104015966695,-0.220067561725175,-0.0113578003073848,-0.172845470118745,-0.892024868376499,0.636672243561876,0.407986817338529,0.900106015982219,0.284794411958505,0.822051391755631,0.738657919930325,-0.535134425058268,1.0844746432379,0.460298200691196,-1.27140116403352,0.295008637855906,-0.370523446498945,-0.891414069395902,0.476675935953992,0.142093188139524,-0.0363301781157958,-1.07603667403723,-0.435621428820632,-0.142286323794107,-0.183165066575239,-0.552247353610548,0.23959107892125,0.0897438011364871,-0.309938654903719,0.571933141588373,0.180077010307737,0.205654017773182,-0.749673545856651
