"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
"1",0.0372359416175899,0.211426026609636,0.0675312088081592,0.0728430224501548,-0.238928973311677,-0.2349563043784,0.29956913788131,-0.0406738193928944,0.34010491911168,-0.159197428141161,-0.384139796038417,-0.259349307166832,0.0813948801738464,0.23412738984165,-0.204414324264525,0.201841911490669,-0.374500379584061,-0.0976680862715658,-0.00330904372272,0.266293611498344,0.0298298143756066,0.270063487366263,0.0481864946915719,-0.0164188476055386,0.0158679449949257,0.126484787254734,-0.48865343631901,-0.280324359998115,-0.136784715886145,-0.0691373380979363,-0.109462239958115,-0.570770784409162,-0.00181007601201014,-0.0286913461913112
"2",0.0348231910850824,0.208294250031174,0.0715912171486847,0.0651093424733554,-0.236267834073524,-0.235106006794208,0.300144482340891,-0.0413875614220935,0.341088171817345,-0.159598892266279,-0.390435536171334,-0.261940544922807,0.0817771814404963,0.231673122367356,-0.209113276299323,0.197966802068753,-0.381187208587448,-0.0940294036508453,0.000970950568302717,0.267575975457946,0.0327069400117874,0.271135849800297,0.0500140220355899,-0.0213078434161757,0.013828506885904,0.136238116882044,-0.487015105499029,-0.277028378900776,-0.12397959382239,-0.0694589031376913,-0.107810036302917,-0.572184487033171,0.0012455418584404,-0.0295235964788421
"3",0.032849384305065,0.202464750024685,0.0720335251627917,0.066105073600746,-0.234313318854972,-0.241328773927587,0.295424989869906,-0.0366005795471052,0.339144732042669,-0.163908231380744,-0.391382662433686,-0.268440040427036,0.0852558593395813,0.224004730996134,-0.20002293445184,0.189474804961663,-0.389966528844014,-0.0961291889313151,0.00500921778956169,0.264980534271742,0.046456162126279,0.277896140923459,0.0485527583395107,-0.0300262018400348,0.0113457721920289,0.142846733465956,-0.483528136439145,-0.265424086011935,-0.109165842853222,-0.0719914253374253,-0.104868192526647,-0.569589645791672,-0.00288261698632002,-0.0354661596754445
"4",0.0268530071461521,0.199793014435809,0.0814608476248152,0.0642079321340031,-0.236823963055104,-0.252841689965299,0.285616216385905,-0.027834521918406,0.346103717302,-0.168950674848713,-0.385930481585733,-0.272084749599274,0.0898060431871765,0.216542301610577,-0.191694008890722,0.180600173565004,-0.394463655090373,-0.0996309959473445,0.0106635397514188,0.263217963032138,0.0539882329536601,0.28354911919995,0.0428467002359635,-0.0358025710180759,0.00182961558831031,0.150386643959832,-0.486344537364957,-0.260618005306407,-0.0920605373286877,-0.076095905445528,-0.113107527837642,-0.565410227512693,-0.00837458473785345,-0.0358693190632145
"5",0.0240207017685995,0.193843500781863,0.0876310568787359,0.0671292240077303,-0.235283110906031,-0.261293851545388,0.278379496825717,-0.0213874837716545,0.348954424148338,-0.170937213635121,-0.378990170777111,-0.280381106406091,0.09199375115892,0.212359578404156,-0.183926903417995,0.176839278037125,-0.39570729693906,-0.107935395090801,0.0149762171525337,0.265894394050497,0.0553430715410171,0.287470725648953,0.0391154975517993,-0.0400302408949522,-0.0143021864844546,0.159719774645802,-0.483670969627015,-0.258207688898511,-0.0861013169096344,-0.0817954138155183,-0.114964814908871,-0.560577054696068,-0.0159234392437652,-0.0293707340897627
"6",0.0275031707052948,0.183480553131202,0.0958831301497205,0.0680892668349687,-0.23374389170741,-0.263419076614979,0.274667474275064,-0.0168420208879679,0.350075818986707,-0.180056141337149,-0.380346696603437,-0.283598378618819,0.0933312741488937,0.208545820739703,-0.178538600765624,0.175917978240691,-0.39493926166368,-0.113880718727576,0.0176771525245807,0.267495226403365,0.0496608811131407,0.287575867197545,0.0322551205752273,-0.0427814831066274,-0.0281630672994007,0.166769084390412,-0.481283605277281,-0.25723284723688,-0.0840164136440362,-0.0895086747207967,-0.109348917043328,-0.560137037671253,-0.0187026844946435,-0.019398217816089
"7",0.0321528027871449,0.17380120260957,0.107257874881413,0.0703795489223671,-0.228050918451675,-0.263215109853216,0.279207220443182,-0.0189107039629335,0.355138892593385,-0.187910003589139,-0.382334306899597,-0.284504154114104,0.0996754736406926,0.203414864006039,-0.171152731889795,0.171642629248456,-0.395336245513476,-0.11831888683538,0.0174188760520593,0.26628886802193,0.0443707836370699,0.288017930262751,0.0312049173992127,-0.0431002182438281,-0.039363408384957,0.171623387284391,-0.477363058470445,-0.256994914318711,-0.0768700262876377,-0.0941345539754784,-0.105779628281968,-0.562727952888748,-0.0198183354552986,-0.0107327391367275
"8",0.0380943097830831,0.159414345301738,0.113480510101258,0.0785814102264824,-0.223820576350906,-0.265891597465325,0.284871180654819,-0.0218790674516267,0.358264069094278,-0.192481244702202,-0.378751513077623,-0.291820698010816,0.101026871534268,0.197382972976162,-0.163205745587399,0.16210198918343,-0.394152688974083,-0.122502046740649,0.016548607581399,0.267752704444508,0.0371842644067789,0.290898357667212,0.0283643061227516,-0.0472983795563115,-0.0545328782735414,0.174355091395653,-0.477900446299966,-0.252931480377037,-0.0748699163122651,-0.092770756935598,-0.105858682807546,-0.565294430533576,-0.0198209044501105,-0.00390181845639706
"9",0.0418859862616305,0.154296012835361,0.112220709719168,0.0882999159810354,-0.223104512279833,-0.268014073112504,0.288718944210349,-0.0272464843047662,0.361973198278224,-0.193533994804942,-0.372437080631669,-0.293587908700825,0.0999303733270376,0.189405223157575,-0.158674090932885,0.155311465229259,-0.394553568954555,-0.132046076059541,0.0121712525544105,0.262572651111733,0.031736070459845,0.283956252150108,0.0257230315085597,-0.0510157335113438,-0.0618692376336952,0.180488404953805,-0.474973147966385,-0.252509148477109,-0.0798331629823657,-0.0884253261517298,-0.0983687232368126,-0.566564799117528,-0.0179228730081068,0.000263893417004169
"10",0.0409259954595734,0.1595427673044,0.108805864718584,0.0937179998189952,-0.222414323917166,-0.268294814802637,0.294103512289927,-0.0304692992642532,0.364724475208303,-0.197648995474564,-0.37573264125795,-0.296823069574541,0.0999924493196032,0.184346337637211,-0.155366924286493,0.148276138716933,-0.397409382537696,-0.133076728077611,0.0114294020838062,0.25702600237028,0.0257895805327427,0.279566164843793,0.0225625026665623,-0.053398419455502,-0.0626797822951588,0.187596908997662,-0.470102929812085,-0.255333475242236,-0.0775645112756233,-0.0906020863869126,-0.0922233797618886,-0.56732500796172,-0.0168115427710336,0.00384127883630785
