"","V1","V2"
"1","WAIC","2278.18287486068"
"2","ML","2211.40909149672"
"3","AIC","2286.20477122296"
"4","BIC","2389.99728689685"
"5","RhatMax","1.0306396143943"
"6","RhatMean","1.00998879230673"
"7","SE Mean","0.25172414472069"
"8","SE SD","0.0103083292985919"
