"","V1","V2"
"1","WAIC","1505.33807723433"
"2","ML","1434.34783292959"
"3","AIC","1517.59443004503"
"4","BIC","1624.43966676817"
"5","RhatMax","1.0439929713393"
"6","RhatMean","1.01846897582613"
"7","SE Mean","0.212239319326996"
"8","SE SD","0.00542654841065064"
