"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
30,3,5,5,3,0.207005105998107,0.0179073252720957,0.171039168816434,0.0675751244003132,0.138950493435032,0.0839256043267081,0.0184156801128227,0.0547531544911193,0.183208725099125,-0.00758840377625079,-0.0019170226045024,0.12714905230673,-0.00218111276604773,-1.8508234586138e-17,-0.00525238407050443,4.85756454591396e-18,0.00105847010671392,-3.46944695195361e-18,1.01104838603779,1.03293222929568
30,3,5,5,4,0.122295018006699,0.0527951589233193,0.0861389874370669,0.0875033045411864,0.0636963383007077,0.0716934735598506,0.017983137126531,0.0856714987714886,0.102864794170742,-0.0161871716383702,-0.0066172472635659,-0.0254554866031864,5.01141457423859e-05,0,0.00232949857568009,-1.38811759396035e-18,0.000594245950875605,1.21430643318376e-17,1.01162253535716,1.03561391938285
30,3,5,10,3,0.187981553632493,0.0583608204761101,0.190091144642308,0.140939935440135,0.0843216125080323,0.0365229116478068,0.0434784332953329,0.0690746259231764,0.166299593924825,0.0155455372556889,-0.0183873231678967,0.187259093660788,0.0148734525823788,0,0.0124888195631206,-6.94567016748526e-19,-0.00312644216427087,1.82145964977565e-17,1.0085624258963,1.03541848896793
30,3,5,10,4,0.0925015190514913,0.0330117348829867,0.0333455000324568,0.179236027096798,0.120067275367459,0.072369080162348,0.0459240831689776,0.0425902915370166,0.112332361007708,0.0214813548203207,-0.00298535129789131,0.0180950138620999,-0.00685138055577318,0,-0.0230080897515931,-2.42979871249369e-18,0.00544760635784136,2.47198095326695e-17,1.00258911791854,1.01168185593861
30,3,10,5,3,0.136939510237403,0.0280594075449773,0.116034300050217,0.0671273834783611,0.022479838174812,0.0616800320943436,0.022851436595689,0.115705935978462,0.0946351416472826,0.00234498949160791,0.00297332216933458,-0.0637372189356116,0.00679292559524536,6.47635744584323e-17,0.0180345750259135,-2.77623518792069e-18,0.0120852287319038,1.04083408558608e-17,1.00589460478468,1.01539275686292
30,3,10,5,4,0.0841370444460329,0.0352802931958404,0.129984008105165,0.0768893583057578,0.0149716069770033,0.0390566321115952,0.0219727548841697,0.0753116737543619,0.0897835626490041,0.00711719150511291,-0.0102151231899041,-0.0318674423790469,0.00501686489330939,0,0.0187152857190681,2.25514051876985e-18,0.0133084923839743,4.68375338513738e-17,1.00977572751434,1.02996443307553
30,3,10,10,3,0.0852812390338633,0.0253746691002615,0.0864449640689412,0.0472606193069538,0.0573850320153143,0.078575852280164,0.0292002829295764,0.0847291518066569,0.102745323065923,0.0201862871740102,0.00424535757176703,0.0521225283605102,-0.000185848327886529,-7.40148683083438e-17,0.0153504026476966,-1.21498405954157e-18,0.00455811663697194,-1.73472347597681e-17,1.01124182284155,1.03757773339055
30,3,10,10,4,0.0802284693554967,0.0284161740337221,0.112112310441626,0.0992327666104268,0.0304027856149346,0.044746104249015,0.0326598339549994,0.0642992921157871,0.119915563578467,0.0108570608223609,-0.0041726859378225,-0.0710707888840739,-0.0119683326552026,2.77555756156289e-17,0.0211170813070013,-3.12182463040045e-18,0.0182820782388885,1.06974614351903e-17,1.00634168007358,1.01506177197419
30,5,5,5,3,0.134896113974907,0.0601772480127639,0.139227266104986,0.104336398392632,0.0774992990312166,0.0117150083517418,0.0444901233529414,0.170046785804962,0.0925329166615892,0.0101630285519571,0.00323503757897023,-0.109459053028682,0.00132833082582489,-2.22058157452187e-17,0.00130163349898538,6.93889390390723e-19,-0.00709310184131595,-4.5102810375397e-17,1.01024172457676,1.02743668931029
30,5,5,5,4,0.135824661032074,0.0606175880279353,0.114068189158711,0.0310480678155666,0.142962944121937,0.128827374848414,0.0353721119644721,0.117531989811912,0.156516975149193,-0.0132346128488076,-0.0161927267923703,0.110880381894243,-0.0030722590735915,-4.44068881059329e-17,-0.00543302829058424,2.77623518792069e-18,0.0003322009431451,-3.46944695195361e-18,1.00316414307445,1.01170017915283
30,5,5,10,3,0.172541463698392,0.0157149461063963,0.195418609514167,0.0549108857231114,0.109574272666438,0.202947346809572,0.0407710868648622,0.0912289988015551,0.127337072491094,0.0108532306410354,-0.00072683096138999,0.171616944867452,-0.00119504879837383,1.38777878078145e-17,-0.0187321360720314,-6.93211764032919e-19,0.002528412607756,3.46944695195361e-18,1.00683821399616,1.02252358956727
30,5,5,10,4,0.144977022634397,0.0391148224886738,0.126572017547545,0.0752381425241442,0.110714880579913,0.13965715384285,0.0451198295097334,0.0413792989620169,0.151383270133152,0.00541694333259031,-0.00155946229546819,0.124095149017291,-0.0146204265210651,3.60822483003176e-17,-0.00223618108590244,1.38642352806584e-18,0.0194124931359225,-1.27235642450226e-17,1.00332197947021,1.01459533068292
30,5,10,5,3,0.1593413404317,0.0377741561035605,0.116193552395969,0.0723732060261246,0.077349444245626,0.0996105011479257,0.0509508269119366,0.0813928033410875,0.151804998568383,0.00368663568786214,0.00487630522002356,0.0982620467539442,0.00893097741804945,1.31811879119925e-17,0.0205120796832026,-7.63413854701356e-18,0.00831331468029123,0,1.00233752511527,1.00722353888617
30,5,10,5,4,0.122587727023982,0.0367571449827562,0.191955191227062,0.0152152189320617,0.0308307680779479,0.128969077736004,0.0552311381870312,0.0931183319566348,0.143561835864098,0.00615479594822761,0.00467130007012886,0.145011133029077,0.000680391628896371,-8.32667268468867e-18,-0.00851386930325119,5.55213156266249e-18,0.0226309842924784,-7.51939381709218e-18,1.01490295455843,1.03366582196038
30,5,10,10,3,0.0778075493173591,0.0316286325396819,0.0622324296045196,0.0513389711826808,0.0578932588705407,0.0303923925507955,0.021739259397655,0.106861859301537,0.101711137098755,-0.0039708631634173,0.0052425218202923,0.0452833676468043,-0.00213579990958468,6.66155837631723e-17,0.0112210474752425,-8.67361737988404e-19,0.00419780584815442,-6.93889390390723e-18,1.01125336793849,1.04262050020383
30,5,10,10,4,0.132448431337358,0.0229003173093314,0.088156851126237,0.0674770893588042,0.119215660255374,0.0873264000979389,0.0252815840052918,0.0528633627270341,0.119731791718256,0.00805713938475058,-0.000872679256098641,0.0750738213840749,-0.00479906215689799,3.33012697278923e-17,0.0113663302733695,-2.08200698435107e-18,0.0285724607678736,2.31296463463574e-18,1.02796799914767,1.08343705666582
50,3,5,5,3,0.123520239223881,0.0761426133015864,0.09273560426089,0.0614940768702615,0.0342379445591111,0.141562532348646,0.0491775790431647,0.106235315989733,0.0302917927157598,0.0374101360870473,0.0332056580510821,0.0528654361742782,-0.00400745559007141,-3.70067282933825e-17,-0.0369842303308025,1.38642352806584e-18,-0.00106329806136816,3.29597460435593e-17,1.01463783963487,1.03533719972178
50,3,5,5,4,0.184067244600603,0.0203738231931435,0.215020233047534,0.0665066011488535,0.0405751894507935,0.158736826889768,0.0259350838880265,0.0668622911657709,0.125085496481364,0.00876971955994068,-0.00388931988444829,0.143495045926713,-0.00301321762869593,1.85048464543489e-17,0.0133188169043419,-6.24568213987431e-18,0.0136295341384296,1.15761169458088e-18,1.0071513993046,1.01398734787403
50,3,5,10,3,0.142692049578215,0.0355107727927586,0.0778932236966983,0.102943872859837,0.105521618182822,0.0994429518293835,0.0607167442230411,0.101963132865289,0.12618416366765,-0.003861875523215,-0.000750952096099581,0.071380668498748,-0.00105520875479777,4.62592926927149e-17,-0.003274990274021,3.12148581722155e-18,0.00544517757224468,2.60208521396521e-18,1.00405117571447,1.01749842260784
50,3,5,10,4,0.097592462297199,0.0525354103875669,0.0723347113005509,0.0604477172527525,0.0591675361401284,0.0396141034298157,0.0284715503652409,0.0353702054126466,0.180769547017165,-0.0280450478844536,-0.00802125742750674,-0.0696817169763351,-0.00418068759673088,-1.38777878078145e-17,-0.0317625396758917,2.77521874838399e-18,0.00853663157144189,0,1.01229697477295,1.05444773790943
50,3,10,5,3,0.112847731455538,0.0119164397259458,0.0870496438205262,0.0553079554869498,0.0214178670977159,0.0516494659767151,0.0348552945592504,0.200104759625298,0.0516601543018547,0.00882296897661312,-6.66865403394408e-05,-0.0257296208178809,0.00631746302147345,-9.2522820550166e-18,0.0127044855258618,2.77623518792069e-18,0.0175635487243531,0,1.0284547333653,1.07328827634985
50,3,10,5,4,0.133942985715921,0.0237164745483739,0.115885795716569,0.0462957810761111,0.090386711898378,0.0998334828081543,0.0284191812814072,0.0843037550021622,0.129173906779894,-0.0215666304310968,-0.00907918884363531,0.0917441371120964,-0.0052924290143151,-3.70063047769089e-17,-0.0366957162382097,-1.38777878078145e-18,0.0151232518112351,0,1.01360128240659,1.03231883148972
50,3,10,10,3,0.0829350903157992,0.00585128075991791,0.0606549966369543,0.0702162618024823,0.0511376275246913,0.140956313303664,0.0294766600043472,0.105936415544226,0.0630824884967996,0.0113135558464178,-6.56795079849726e-05,0.0183704959694654,-0.00985104815191764,1.11022302462516e-16,0.0399078974117102,-3.12216344357935e-18,0.0107692121824603,1.69135538907739e-17,1.00681799103668,1.0161940189384
