"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
50,3,5,5,4,0.76256574758212,0.772280387951197,1.82533560712667,0.974548790821779,NA,0.0144002185205824,0.248622961376693,-1.56354841850899,0.104176650527062,NA,0.999486134853104,1.00656318328564
50,3,5,10,3,1.07410836506608,0.98368543653008,1.84639471587978,1.09292084448283,NA,-0.0046433694520423,0.445115215150237,-1.69813163429284,-0.057020065751675,NA,0.999378278031348,1.00258544307358
50,3,5,10,4,1.0642497656235,1.01510320331799,2.69316451183385,1.0279285933325,NA,-0.00473124320986847,0.488338650089902,-2.61556486901054,0.281535079521564,NA,0.999387349623375,1.00245814882329
50,3,10,5,3,1.1033356229753,1.34989813991271,1.6397713600417,1.11572240311974,NA,0.00140023431018449,-0.0648828671741501,-1.36488021500787,-0.208962947441397,NA,0.999690509951174,1.0039428738192
50,3,10,5,4,1.05974475907042,0.753916528036394,2.04108246025638,0.808033515319495,NA,-0.00615524364798294,-0.163707519949036,-1.800134429305,-0.0188510061733083,NA,0.99931154454759,1.00349182603156
50,3,10,10,3,0.905963414207086,1.27564126000196,1.52862616513525,0.891469737028737,NA,0.00620451778764724,0.569448613661218,-1.3137162669448,0.0571094438612051,NA,0.999387552802755,1.00267710942807
50,3,10,10,4,0.932771732490703,0.869935269760793,1.68665123330488,1.04243759220755,NA,-0.00829019005128797,0.132517685720926,-1.29012062205292,-0.278187920707719,NA,0.998865240306523,1.00259981691956
50,5,5,5,3,1.0984551106497,0.490330575247324,1.49110767500066,1.12147095195455,NA,0.0036580218659819,0.140481812465723,-1.42500431244323,-0.156119873309136,NA,0.999337320453347,1.00149865936775
50,5,5,5,4,0.863531958410629,1.58510354213286,1.14428717349729,1.25263170306568,NA,0.00592341334476261,-0.175822989558165,-1.12245165133962,0.332909693247854,NA,0.999535122148268,1.00493246357746
50,5,5,10,3,1.20464329181138,0.400888822767268,1.41303431578298,1.12367914511984,NA,0.000876458072335973,-0.0292437012079481,-1.08463220682493,0.0376111294114447,NA,0.9992803408776,1.00265349599979
50,5,5,10,4,0.957705292631654,0.686366946095405,1.66491423539389,1.14132338166843,NA,0.00606612372743774,-0.0907399277676164,-1.62385966432065,-0.0106732105106604,NA,0.999448639050244,1.00293674863617
50,5,10,5,3,1.10977224398159,0.960717211255819,1.67242336405311,0.929913283830144,NA,-0.022195532703123,0.203936161219089,-1.37401352390878,-0.0313846006576751,NA,0.999606056783418,1.00444119298941
50,5,10,5,4,0.857047680399225,0.978717198051995,1.36004218938977,0.969214997631873,NA,-0.000319048116962572,-0.343107810459532,-1.13424210991336,-0.037416900301337,NA,0.999145374806264,1.00221797388025
50,5,10,10,3,0.852401715467623,1.32595635178364,1.90339861693617,0.992709294020718,NA,-0.000441801723718729,0.229243294544566,-1.55790256605728,0.109279139620351,NA,0.999441416049114,1.0031973429698
50,5,10,10,4,0.831666736939054,0.92322673722212,1.98070280775434,0.937914356599193,NA,-0.0178981628033543,0.0678055456479732,-1.50192833123764,-0.0308960509639333,NA,0.998964456277214,1.00121932469935
