"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
30,3,5,5,3,0.946821556168353,1.00794065907794,2.03290720220305,1.12950279076259,NA,-0.047642909575379,0.269355188621719,-1.94736995022868,0.274871511100124,NA,0.999358987694272,1.00178859895209
30,3,5,5,4,0.846151453588381,1.62921724867525,1.94735489869437,0.892496664851832,NA,-0.0162654948790047,-1.29799037831179,-1.85716334936818,-0.112244534497389,NA,0.99961329566467,1.00431240220112
30,3,5,10,3,0.95645507747043,1.30592586953835,1.7510486033411,1.06760711302616,NA,0.00309757239936221,-0.0490647868113141,-1.53962888867552,0.0303390199916977,NA,0.999683386903259,1.00262825729935
30,3,5,10,4,0.963233826053483,0.587785307093936,1.43058045439089,0.907606035523815,NA,-0.0169968917288427,-0.243617578117069,-1.33223885515106,-0.100397839431431,NA,0.999499622884991,1.00231714684418
30,3,10,5,3,1.05918598074387,1.01460316731224,2.44784374940713,1.03920283025916,NA,-0.0301208963892887,0.404627768358903,-2.21838521851381,0.153076584773683,NA,0.999479709898217,1.00328637597361
30,3,10,5,4,0.771477407310543,0.951596020452055,1.59236134667356,1.06282519824771,NA,-0.00159911649640376,-0.276861829147996,-1.30311605764354,-0.0234416431538288,NA,0.999268014752604,1.00172157429465
30,3,10,10,3,0.860418900943024,1.18381079563281,2.11490264161354,1.1052729637669,NA,-0.00081022119960449,0.281491848865814,-1.61043011538473,0.0444095113610195,NA,0.999300696968896,1.00497148463899
30,3,10,10,4,0.758103940778347,0.74669753983,1.99783895144769,1.0113664191559,NA,0.00876997342870119,0.0354634733897778,-1.71158387554142,0.111813891622342,NA,0.999349335518222,1.0030046095611
30,5,5,5,3,0.925381595172287,0.956845584842615,2.20185261613432,0.851357972381838,NA,0.00806124963184415,-0.259769980709528,-1.91971470944878,0.0419736236658915,NA,0.999594404644201,1.00341696943564
30,5,5,5,4,0.866130491541271,1.04540883774977,1.88764752455959,0.802498821508766,NA,-0.0168925093557576,0.555474548019805,-1.53775360156261,-0.196039095710044,NA,0.999337782418742,1.00293774731759
30,5,5,10,3,1.01265578419507,0.765068635841231,1.84013560263091,1.10682490154795,NA,-0.00494496304203818,0.261167665505324,-1.3853395750803,0.00551671374287883,NA,0.999498822238667,1.00387122419395
30,5,5,10,4,1.26168500571912,1.11076002936913,1.66304493776269,0.96001647472971,NA,0.0160391872824266,0.214023832513327,-1.49677700012465,0.129724702538796,NA,0.999681338477713,1.00337959047116
30,5,10,5,3,1.08575639260146,1.38255020639333,1.68949887870973,0.887669465785434,NA,0.0086616056247834,-0.0982851510337676,-1.59187063307837,-0.188671832591812,NA,0.999483700257144,1.00472958149115
30,5,10,5,4,0.916835895901193,1.00907506766511,1.78853264755901,1.00575762355382,NA,-0.00107596750176844,-0.0754196663266403,-1.37463770144851,0.0933649151769392,NA,0.999468189346084,1.00300772048718
30,5,10,10,3,0.915355102310224,0.857215612463189,1.57995021505106,1.01465298999389,NA,-0.00218521780448749,-0.126113702358199,-1.20732418012409,-0.0819560328642841,NA,0.999170959085004,1.00601702279311
30,5,10,10,4,1.03973101128451,1.21610466849689,1.75263930791784,1.05339298391734,NA,-0.00144275553778179,0.22652613772993,-1.55142681129079,-0.0121759829516133,NA,0.999000100311604,1.00330870989181
50,3,5,5,3,1.16551349832378,1.42225287227062,1.50243588106311,0.97741691283329,NA,-0.0229153191550526,-0.852194602852569,-1.42858697403836,-0.194531902328379,NA,0.999477482372037,1.00237007741628
