"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
30,5,5,10,3,0.93459920471268,0.714827201932415,2.23799780379938,1.0052005954743,NA,-0.00438500223062957,-0.259886837159698,-1.9760678609144,-0.0417094682432875,NA,0.999529432450745,1.00379596809161
30,5,5,10,4,1.08741103496655,0.865765266520297,1.76142734088455,1.03660830943719,NA,-0.00515706974827387,0.141033443634476,-1.45242608722842,-0.022804918344555,NA,0.999496680378096,1.00293432092513
30,5,10,5,3,1.00836813291165,1.10804706928409,1.96219383396703,0.963757496319428,NA,-0.00473921962348643,0.127708750009481,-1.84722327723528,-0.135487471350634,NA,0.999522279071422,1.00300242822802
30,5,10,5,4,1.02047168752538,0.985657524691723,1.76860186164783,1.02409428492941,NA,0.00442338242111544,-0.0189501362847111,-1.42771135939035,0.0565205525627583,NA,0.999461096212631,1.00350344634187
30,5,10,10,3,1.0063005930313,0.943394015597447,1.85190699587846,1.05637137506932,NA,-0.00227675237945193,-0.03545629599563,-1.62263653490889,-0.0861873811315645,NA,0.999271730663684,1.004178627222
30,5,10,10,4,0.963702562166194,1.02679915107753,1.74022535337641,1.01987753591364,NA,0.00202949960541747,0.167699920505942,-1.40419119914208,0.0181795725540869,NA,0.999094225965865,1.00255518554188
50,3,5,5,3,1.0507416588958,0.90702132638329,2.11895837318396,0.94543357270978,NA,-0.0136102125284881,-0.0426025463958203,-2.02040572685469,-0.0296413146340343,NA,0.999534812127788,1.00404916817685
50,3,5,5,4,0.932299279877043,0.787530102762288,1.49759479947266,1.13175361506521,NA,0.00596528201204727,0.106427825031589,-1.29309514572728,-0.238380092686223,NA,0.999605795525365,1.00418391505586
50,3,5,10,3,1.05448194950652,1.19172196070489,2.07935229043764,0.922029139630186,NA,0.00314230912793303,0.294113768796287,-1.92629758206994,-0.0549742355180936,NA,0.999282448450497,1.00277632381673
50,3,5,10,4,1.01155912871181,0.935390041604319,1.944236096534,1.10843103680282,NA,-0.00740154130405702,-0.0221883243959474,-1.75831293228799,0.117917431736505,NA,0.999343076467143,1.00429424687726
50,3,10,5,3,1.0898077420723,1.14110404119165,1.81410135689362,0.988305468354393,NA,0.00105482024964055,0.22255902495751,-1.59269650561224,-0.00451381108797654,NA,0.999496805048599,1.0030289729758
50,3,10,5,4,0.975865348050668,0.767224812187508,2.00568931016054,0.944239390532125,NA,-0.00418708878584571,-0.166689841423644,-1.6657364701986,0.00617644649184516,NA,0.999276842505804,1.00292498939556
50,3,10,10,3,0.942653082181608,1.07207901999025,1.88314837767705,0.933457630199604,NA,-0.0009929113836706,0.0974622189528936,-1.64190700117589,0.0628253492219648,NA,0.999254639391619,1.00331216467896
50,3,10,10,4,0.969873232790742,1.06716483506229,1.84546091693129,1.05863264817828,NA,4.49701961759867e-05,-0.00310154593085166,-1.54189318289403,-0.113538292856538,NA,0.998995337965881,1.00336950625292
50,5,5,5,3,0.977794120068059,0.753603365294788,1.74791865978344,0.984763279853834,NA,0.003651505301159,0.19826757933422,-1.53931221480963,0.0307717865168929,NA,0.999518612532721,1.00324284085799
50,5,5,5,4,0.905534341874548,1.11728796716535,1.48434223569899,0.968896115434341,NA,-0.00283802794329653,0.182786810013338,-1.37819972868639,0.0684816954486233,NA,0.999575830371688,1.00495119428959
50,5,5,10,3,1.06508897563503,0.839455913846067,1.55214404911677,1.02985875406485,NA,-0.00647979822996479,-0.242804264202646,-1.3369715111682,-0.0326846637596789,NA,0.999433226042192,1.00372097465519
50,5,5,10,4,1.00505551427349,0.85148356583262,1.73593150790778,1.04739269190582,NA,0.00701311197039152,0.329458217765883,-1.63496049555679,-0.0799328036937045,NA,0.999497611450767,1.00352875017667
50,5,10,5,3,1.01180222893952,0.847484745667359,1.911472034433,0.993962070888469,NA,-0.00655587500361128,-0.0054658117335551,-1.65681928753883,0.0201708148841537,NA,0.999472754042838,1.00432649357051
50,5,10,5,4,0.937258281924054,0.946919911017585,1.79191342586122,1.06023488798712,NA,0.000249937644303499,0.0887880214743001,-1.51722694367521,0.098061534859616,NA,0.999225455209628,1.00358079765135
50,5,10,10,3,0.950238659792771,1.13567939117552,2.01748872725292,1.06011621449605,NA,0.00586889026255272,-0.0458241719650845,-1.71868103252558,0.10947491918609,NA,0.99913315840935,1.00287206826546
50,5,10,10,4,0.921474933236744,0.955454004732445,1.89205777849812,0.967704431406796,NA,-0.00600198162932935,0.137607911023465,-1.52146297020255,-0.0318989762844357,NA,0.999078557532771,1.00277212148878
