"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
30,3,5,5,3,0.990589862339358,1.1909615309175,1.95475361460639,0.986854909815959,NA,-0.00868658983137038,0.0392524910604413,-1.71266730261501,0.075102499049796,NA,0.999235513643026,1.00142088393504
30,3,5,5,4,0.906674494431358,1.07972993456981,1.96947435298509,0.957532592164374,NA,-0.000292475132190677,-0.358920721879359,-1.72411475468946,0.0535403898220516,NA,0.999617141264432,1.00329888410622
30,3,5,10,3,1.03419742148459,1.12032233340228,1.73264425267939,1.08928047637734,NA,0.00926400214384686,-0.0616206825465037,-1.27574055714981,-0.0512234322149676,NA,0.999471182891676,1.00328386713669
30,3,5,10,4,0.972868915933459,0.755161235636112,1.74989325207732,0.996970393727302,NA,-0.0152939899596169,0.0127093260686602,-1.34526976718173,0.066562776069697,NA,0.999568922783447,1.00279814075011
30,3,10,5,3,1.08198316334273,0.935058840212187,2.15052132551939,0.984730767594194,NA,-0.0186693915123189,0.181060335557803,-1.8808032005486,0.164611404433337,NA,0.999487918755189,1.00272987325416
30,3,10,5,4,0.89426041821605,1.00854142313619,1.9133596124794,0.931015251846883,NA,-0.00036925719749016,-0.28853896326625,-1.64129737012391,0.0193842223421061,NA,0.999452445162734,1.00335009141667
30,3,10,10,3,0.998262248568254,0.971548391860821,2.02268014067964,0.962097032268571,NA,-0.00747622118709933,0.289772125821363,-1.63940147327174,-0.006036371943091,NA,0.999321571438604,1.00345168498479
30,3,10,10,4,0.964159497081249,0.859195466716239,1.77489619464863,0.965451342224072,NA,0.00453837576876207,0.0827495260742439,-1.54933186681659,0.145728642961876,NA,0.999392778282904,1.0036580353103
30,5,5,5,3,1.00386850564803,0.835811127574783,2.23578948075635,0.944772644753585,NA,0.0188552327552116,0.03627327415088,-2.04542567436622,-0.10973345488801,NA,0.999448623972783,1.00327868584342
30,5,5,5,4,0.93862955013454,1.32301497368546,1.96773375130561,0.932989859602027,NA,-0.00622917480963527,0.188106660418679,-1.64534481597072,-0.20060479185768,NA,0.99948751455827,1.00324732285095
