"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
30,3,5,5,3,1.26125647698186,0.953260572030134,1.24692017354413,0.598064733859853,0.0131245001257543,0.902538483069185,-0.431906157752646,0.0921894443434688,1.00086471371097,1.0092850596103
30,3,5,5,4,1.09290986638947,0.945893732372025,0.852225590789542,0.696516231951947,-0.0141512031622114,0.91500479978832,-0.0333112160487634,-0.0122766578589859,1.0004969445835,1.00440950834878
30,3,5,10,3,0.870039848762364,1.10318726786714,1.02770073816437,0.658771299509641,0.0686948141509781,0.974719185791897,-0.274764737746052,0.0413858312197128,1.00415626774763,1.03548732090971
30,3,5,10,4,1.14986243898954,1.01571956798846,0.960730520056781,0.73776319394943,0.0725229097674273,0.97165100142487,-0.122755216965733,-0.160181321649795,1.00343280767419,1.01510266830481
30,3,10,5,3,1.00876542827524,1.00865978794689,0.96281271095489,0.679102596273693,0.0438141863800713,0.899366326585082,0.018814514020658,0.110060198505367,1.00235190551907,1.03120867097317
30,3,10,5,4,0.899165942151053,0.967326238285374,0.913578161515425,0.895356235314705,-0.0919617675918285,0.904323610843461,0.00506587463553386,-0.0717868635796822,1.00153682779564,1.01246338763971
30,3,10,10,3,1.12757215416384,1.01276561110541,0.900317076822871,0.709767627521457,0.037936167209744,0.939307048454404,-0.0232720046881634,0.112003075982301,1.00083000160966,1.00624514143187
30,3,10,10,4,1.06376160212515,1.01961189808737,1.03881102521176,0.821326744924995,-0.0295397403104873,0.962233970260739,-0.0362307177629726,0.00924005356306184,1.00303955932326,1.01281016398369
30,5,5,5,3,0.721350216691827,1.32490559819955,0.812081721512781,0.689799119614428,-0.0627948847938391,1.06329174810489,-0.22656592965468,-0.0135441397011165,1.00096109147478,1.01035941357312
30,5,5,5,4,1.26028437730525,0.971244190342892,0.713609597269908,0.654751029832543,0.0848405525940044,0.93396238510499,-0.0948591685700907,0.0935415871636817,1.00069681898282,1.00710083100935
30,5,5,10,3,1.2498923083909,1.00195269616555,1.04619199280749,0.655376445271763,0.0569302876183244,0.955135587956541,-0.156123969776572,-0.254543478169356,1.00692005954261,1.0320936352333
30,5,5,10,4,1.11169003503247,0.937574110158739,0.962819788690724,0.665491756309564,-0.0162787560928779,0.930954228985347,-0.0107647040750634,-0.0380468760267685,1.00727827199052,1.02354677749617
30,5,10,5,3,1.12541354495173,1.01087489958521,0.862568715126544,0.707038734677811,-0.0224084759037162,0.933144480056494,-0.025494309168796,0.0105001595122723,1.00158724675514,1.00693796078823
30,5,10,5,4,1.15368517277198,0.958079654283851,1.06425494865068,0.948260752403162,0.00134827295658924,0.917449388247421,-0.332711680269443,0.0835031239069277,1.00203351798568,1.01545326339779
30,5,10,10,3,0.971201913948571,1.05210048892034,1.0239378212252,0.73647554317853,-0.0952978679085282,0.955747206251249,-0.00591434618771742,0.148478886077173,1.00294534296271,1.01591619808866
30,5,10,10,4,1.26586573833125,1.0727209346471,1.02719615816743,1.08462929563907,0.0523760955332184,0.997109253972447,0.0446432791949596,0.00531079237020389,1.00177194795964,1.0080838891702
50,3,5,5,3,1.06583443870566,0.961885395560921,1.1338037248414,0.785963422863,0.0801523179178521,0.920543173303925,0.322186779716532,0.0923516555663812,0.999501067246105,1.00306975529489
50,3,5,5,4,0.970868752537847,1.22052716246578,1.00248813970639,1.02444724304594,0.0751943277315831,1.04888706618258,-0.0646047447977625,0.092136542980421,0.999489456644332,1.00284753672597
