"","V1","V2"
"979","969.749144269444","969.749144269444"
"980","969.749144269444","969.749144269444"
"981","969.749144269444","969.749144269444"
"982","969.749144269444","969.749144269444"
"983","969.749144269444","969.749144269444"
"984","969.749144269444","969.749144269444"
"985","969.749144269444","969.749144269444"
"986","969.749144269444","969.749144269444"
"987","969.749144269444","969.749144269444"
"988","969.749144269444","969.749144269444"
"989","969.749144269444","969.749144269444"
"990","969.749144269444","969.749144269444"
"991","969.749144269444","969.749144269444"
"992","969.749144269444","969.749144269444"
"993","969.749144269444","969.749144269444"
"994","969.749144269444","969.749144269444"
"995","969.749144269444","969.749144269444"
"996","969.749144269444","969.749144269444"
"997","969.749144269444","969.749144269444"
"998","969.749144269444","969.749144269444"
"999","969.749144269444","969.749144269444"
"1000","969.749144269444","969.749144269444"
"1001","969.749144269444","969.749144269444"
"1002","969.749144269444","969.749144269444"
"1003","969.749144269444","969.749144269444"
"1004","969.749144269444","969.749144269444"
"1005","969.749144269444","969.749144269444"
"1006","969.749144269444","969.749144269444"
"1007","969.749144269444","969.749144269444"
"1008","969.749144269444","969.749144269444"
"1009","969.749144269444","969.749144269444"
"1010","969.749144269444","969.749144269444"
"1011","969.749144269444","969.749144269444"
"1012","969.749144269444","969.749144269444"
"1013","969.749144269444","969.749144269444"
"1014","969.749144269444","969.749144269444"
"1015","969.749144269444","969.749144269444"
"1016","969.749144269444","969.749144269444"
"1017","969.749144269444","969.749144269444"
"1018","969.749144269444","969.749144269444"
"1019","969.749144269444","969.749144269444"
"1020","969.749144269444","969.749144269444"
"1021","969.749144269444","969.749144269444"
"1022","969.749144269444","969.749144269444"
"1023","969.749144269444","969.749144269444"
"1024","969.749144269444","969.749144269444"
"1025","969.749144269444","969.749144269444"
"1026","969.749144269444","969.749144269444"
"1027","969.749144269444","969.749144269444"
"1028","969.749144269444","969.749144269444"
"1029","969.749144269444","969.749144269444"
"1030","969.749144269444","969.749144269444"
"1031","969.749144269444","969.749144269444"
"1032","969.749144269444","969.749144269444"
"1033","969.749144269444","969.749144269444"
"1034","969.749144269444","969.749144269444"
"1035","969.749144269444","969.749144269444"
"1036","969.749144269444","969.749144269444"
"1037","969.749144269444","969.749144269444"
"1038","969.749144269444","969.749144269444"
"1039","969.749144269444","969.749144269444"
"1040","969.749144269444","969.749144269444"
"1041","969.749144269444","969.749144269444"
"1042","969.749144269444","969.749144269444"
"1043","969.749144269444","969.749144269444"
"1044","969.749144269444","969.749144269444"
"1045","969.749144269444","969.749144269444"
"1046","969.749144269444","969.749144269444"
"1047","969.749144269444","969.749144269444"
"1048","969.749144269444","969.749144269444"
"1049","969.749144269444","969.749144269444"
"1050","969.749144269444","969.749144269444"
"1051","969.749144269444","969.749144269444"
"1052","969.749144269444","969.749144269444"
"1053","969.749144269444","969.749144269444"
"1054","969.749144269444","969.749144269444"
"1055","969.749144269444","969.749144269444"
"1056","969.749144269444","969.749144269444"
"1057","969.749144269444","969.749144269444"
"1058","969.749144269444","969.749144269444"
"1059","969.749144269444","969.749144269444"
"1060","969.749144269444","969.749144269444"
"1061","969.749144269444","969.749144269444"
"1062","969.749144269444","969.749144269444"
"1063","969.749144269444","969.749144269444"
"1064","969.749144269444","969.749144269444"
"1065","969.749144269444","969.749144269444"
"1066","969.749144269444","969.749144269444"
"1067","969.749144269444","969.749144269444"
"1068","969.749144269444","969.749144269444"
"1069","969.749144269444","969.749144269444"
"1070","969.749144269444","969.749144269444"
"1071","969.749144269444","969.749144269444"
"1072","969.749144269444","969.749144269444"
"1073","969.749144269444","969.749144269444"
"1074","969.749144269444","969.749144269444"
"1075","969.749144269444","969.749144269444"
"1076","969.749144269444","969.749144269444"
"1077","969.749144269444","969.749144269444"
"1078","969.749144269444","969.749144269444"
"1079","969.749144269444","969.749144269444"
"1080","969.749144269444","969.749144269444"
"1081","969.749144269444","969.749144269444"
"1082","969.749144269444","969.749144269444"
"1083","969.749144269444","969.749144269444"
"1084","969.749144269444","969.749144269444"
"1085","969.749144269444","969.749144269444"
"1086","969.749144269444","969.749144269444"
"1087","969.749144269444","969.749144269444"
"1088","969.749144269444","969.749144269444"
"1089","969.749144269444","969.749144269444"
"1090","969.749144269444","969.749144269444"
"1091","969.749144269444","969.749144269444"
"1092","969.749144269444","969.749144269444"
