"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
60,10,3,0.297861287695297,0.484300808873395,0.456961509984554,0.0497302437952386,0.12603385080761,1.66641873911022e-17,0.0987601043624539,-2.77555756156289e-17,1.00295611891422,1.01439503115673
60,15,3,0.191249428986458,0.545220288698267,0.594422878118835,0.127267310579254,-0.0269084331803297,1.11040372498724e-17,-0.0639570698637063,-3.46944695195361e-17,1.00075087914828,1.00757405079534
60,10,5,0.473544554890227,0.860739951330636,1.02259847940611,0.213443389490357,0.363058191589467,3.88794899053302e-17,0.383185402645122,3.81639164714898e-17,0.999855519699639,1.00634659598232
60,15,5,0.253328118048205,0.444848103809221,0.521016995238909,0.0696757144955486,-0.123495699687293,3.702550419038e-18,-0.165000108290885,-3.81639164714898e-17,1.00223309306155,1.01374900911005
60,10,10,0.285348674672944,0.467206501537079,0.713674046326568,0.0614657852337477,-0.111315128017161,2.01336343430558e-17,-0.248027253815709,4.5102810375397e-17,0.999496907409212,1.00342434621385
60,15,10,0.328654905808613,0.543568871871314,0.890245750158664,0.114843023374849,-0.0659953506756862,-6.47630097698008e-18,-0.198923214540758,1.04083408558608e-17,0.999588085539855,1.00388210583895
90,10,3,0.287159589559496,0.329955956272782,0.50239932256057,0.084618534840742,-0.145844409568124,3.46944695195361e-17,-0.2290598602974,2.08166817117217e-17,1.00014914692205,1.00656075881024
90,15,3,0.263393309185859,0.452692201814993,0.512386787152592,0.107124421973603,-0.097654432174912,1.29417599322353e-17,-0.157752470959127,-1.11022302462516e-16,1.00003478393993,1.00594790611913
90,10,5,0.291531337685096,0.441078303852375,0.55219253731874,0.0523282284114035,-0.17492147344986,-1.52560798195867e-17,-0.164493549777339,-3.12250225675825e-17,0.999781022125132,1.00471515584944
90,15,5,0.321407227649653,1.4283567459566,0.82500481195364,0.167631204193796,0.0262599084325809,1.48318857196017e-17,-0.617298309485162,0,1.00029336177018,1.0071093188688
90,10,10,0.346729938228259,0.821682371976091,0.61383822563385,0.176808920184432,0.135581370584314,0,0.0436806872017543,-6.93889390390723e-18,0.999325236138402,1.00441175865664
90,15,10,0.355877119824695,0.395062035963616,0.514884776826009,0.0666284931034311,0.154242259726524,5.56557115209226e-18,0.0949996099390488,4.16333634234434e-17,1.00045428620818,1.01487494643612
120,10,3,0.295809748053668,0.386326731190556,0.432920082181652,0.0674726624179759,0.00978568211578968,0,0.248668405060397,4.16333634234434e-17,0.999866784017304,1.00861135180607
120,15,3,0.20282742162301,0.368544301353205,0.435471201002584,0.0309959307506163,-0.057275935814279,-1.38777878078145e-17,-0.128114294785278,-1.04083408558608e-17,1.00133296782194,1.01237783377015
120,10,5,0.29061931269679,0.553100917395874,0.790869975316403,0.0851123692342466,0.0548405737695495,-2.21936184707783e-17,0.096815950230754,3.46944695195361e-17,1.00283774881365,1.03180615753093
120,15,5,0.256334195262801,0.325600260317689,0.411637112817115,0.0637488772651193,0.0666741452939013,-1.10968092353891e-17,0.141288380404755,5.55111512312578e-17,1.00534494964864,1.03260625557001
120,10,10,0.319241385996957,0.343764394975849,0.537386072253245,0.0610124452961049,-0.0774852743189476,1.38642352806584e-18,-0.295021038913052,4.68375338513738e-17,1.00037177940426,1.010613823167
120,15,10,0.273160403063824,0.435430510447379,0.64786898135044,0.086786676557097,0.104429447808721,-7.3870308018679e-18,0.0700466166794683,0,0.999128955955802,1.00218807417375
