"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
60,10,3,0.261984135942204,0.256052436890924,0.534738663616455,0.0353412740190193,0.0850728228579648,-1.38981165985486e-18,-0.134442786235854,1.04083408558608e-17,1.0077199005936,1.02265117610505
60,15,3,0.291981960585097,0.327522653922751,0.659645439818565,0.01113029622129,0.0307734962836833,4.62472224732165e-18,-0.30559224420368,0,1.00512993618756,1.0176884088346
60,10,5,0.281684373506732,0.293353340263091,0.699065909558259,0.124325180048755,0.0573112226261192,-1.10968092353891e-17,0.145920596507115,4.16333634234434e-17,1.00057176066946,1.00520304052032
60,15,5,0.299210077183749,1.40753222901269,0.785452592642177,0.0890173885552651,0.0628325940309432,1.66822574273103e-17,-0.154588229995577,2.77555756156289e-17,1.0010060765355,1.00555910300532
60,10,10,0.242597408008053,0.257477180629831,0.923452858212546,0.0978765863437587,-0.016559577971056,1.94268700518668e-17,0.367510627516445,0,1.00178996880207,1.00833313308436
60,15,10,0.209358402997739,0.85753114589569,1.13152652562391,0.04086512958364,-0.00552302679616598,-5.53665909415931e-18,-0.0923120679323141,3.46944695195361e-17,1.00645052285284,1.02202528292975
90,10,3,0.30688350432629,0.232614834969223,0.72912252983868,0.0765336957732963,0.00502855870324429,8.32938319011989e-18,0.444876500827467,0,1.00033163568358,1.01115339867693
90,15,3,0.221399896610205,0.647148527791235,0.854119488724179,0.0790207068990599,-0.00641614371570592,1.56992474575901e-17,-0.229087982688197,-3.12250225675825e-17,0.999082998252694,1.00134977433389
90,10,5,0.322305996004001,0.274311330430358,1.2215492914344,0.0587343965422421,0.0295620769587868,-1.38777878078145e-17,-0.348511457142681,2.77555756156289e-17,1.00125263933775,1.01003579163421
90,15,5,0.226768855450732,0.182216533041973,0.535608796134174,0.0653128348638093,0.0646288246035094,-1.84991995680339e-18,-0.0200910223397545,2.77555756156289e-17,1.00498958925476,1.01814999649592
90,10,10,0.29835537458203,0.364954103545575,0.750984070369835,0.106351243551267,0.0609117315848743,-4.99491940864072e-17,-0.168530088456788,6.93889390390723e-18,1.00338871418448,1.01723062216504
90,15,10,0.321731888978002,1.59275413497922,1.02548561497958,0.0791618290599435,0.0812450819407389,7.40148683083438e-18,0.213457215809404,3.46944695195361e-18,1.0018965158708,1.01598191306547
120,10,3,0.302295117297397,0.177878575645394,0.560117834284355,0.0582076020433951,-0.0220262077950721,-5.54569411226336e-18,0.0757090923121548,0,1.00043860766101,1.00545390445429
120,15,3,0.265948976388566,0.219437778499259,0.594830356074534,0.0535387146610945,-0.00317947829677183,-1.85350220030949e-18,0.150932335372474,-4.33680868994202e-18,1.0003829928974,1.00351670665029
120,10,5,0.309360184247301,0.779504992455537,0.994256716585754,0.0613828202117097,0.067653081603398,-4.44089209850063e-17,0.377212438227763,1.73472347597681e-18,0.999776077696854,1.00468860603394
120,15,5,0.289434382190303,1.31745484811234,0.947369560660189,0.0365408824693954,0.0771561214540704,3.67183135748424e-18,-0.21154948344292,-4.16333634234434e-17,1.00034763279414,1.00540432234959
120,10,10,0.279297059691696,0.139771426216852,0.869851932044944,0.0487878486698581,0.0134704487164894,2.63650863294163e-17,-0.516699934292151,2.77555756156289e-17,0.999247350944412,1.00254676171484
120,15,10,0.234050419539282,0.182464362666871,0.891874743637527,0.138587032199412,0.0098483819990151,-3.23815048849004e-18,0.139867180088232,2.77555756156289e-17,1.00091905197151,1.00643087452726
