"","x"
"1",0.494554298819063
"2",0.530416076963091
"3",0.637916883632422
"4",0.599125067982348
"5",0.725911338819113
"6",0.589366034297364
"7",0.635205937553737
"8",0.780456621988845
"9",0.70292590110118
"10",0.683167039692962
"11",0.575174768595582
"12",0.588687713934461
"13",0.431228241535985
"14",0.539969122887828
"15",0.632529670932621
"16",0.569998810154414
"17",0.759886882617678
"18",0.703784143798722
"19",0.578062113634921
"20",0.58108242330158
"21",0.738642338347841
"22",0.666601641826586
"23",0.491246110406671
"24",0.793427009821833
"25",0.77070773798885
"26",0.51711927948066
"27",0.745803702687305
"28",0.638755769977657
"29",0.491959245209133
"30",0.492692250360355
"31",0.472487042853436
"32",0.508995272466973
"33",0.388524746100503
"34",0.710145098495008
"35",0.55588337656975
"36",0.491951053299277
"37",0.673882490906196
"38",0.685330483260032
"39",0.682357931294882
"40",0.555869822340701
"41",0.754984792937468
"42",0.590105068690451
"43",0.675676712292671
"44",0.695156343630234
"45",0.479922174137887
"46",0.658906098480466
"47",0.730495553639205
"48",0.474345686439401
"49",0.801336161234718
"50",0.643865852175447
"51",0.577555096330922
"52",0.629379237247717
"53",0.633117975346826
"54",0.599557660367304
"55",0.632630591916737
"56",0.715079143070875
"57",0.701076637730981
"58",0.685476263604907
"59",0.693126543630898
"60",0.702104719566982
"61",0.558356884821234
"62",0.593458532150065
"63",0.756245075135396
"64",0.646166066541152
"65",0.486705923700992
"66",0.633349394495542
"67",0.526690742700395
"68",0.583547390109963
"69",0.675037401263753
"70",0.740726360604225
"71",0.48804630889017
"72",0.687188721827771
"73",0.700024088890214
"74",0.653940808741246
"75",0.613958870589788
"76",0.621410479061991
"77",0.66677351085809
"78",0.610701582422176
"79",0.662891508845646
"80",0.747707843886571
"81",0.748340384382337
"82",0.735861176864823
"83",0.651833133303898
"84",0.662748338618718
"85",0.564017882488309
"86",0.673114325441941
"87",0.590229999433871
"88",0.656810799791442
"89",0.479559581895187
"90",0.709982070289594
"91",0.544373919598139
"92",0.559894433768067
"93",0.534943164483734
"94",0.716696140590241
"95",0.611208789007892
"96",0.567946058110358
"97",0.594402474002258
"98",0.56502738108004
"99",0.664296082769932
"100",0.541767455380219
