"","x"
"1",0.532083144598412
"2",0.527374139522932
"3",0.649649379211688
"4",0.615286259516217
"5",0.74864939663295
"6",0.606664202091051
"7",0.671357101114517
"8",0.788674536461806
"9",0.717140339588144
"10",0.688441669319991
"11",0.600804272697943
"12",0.603858412892315
"13",0.420131740832385
"14",0.515932234178223
"15",0.668078553387201
"16",0.546639929781336
"17",0.750608300310634
"18",0.736138810758064
"19",0.578691618342657
"20",0.573143298670979
"21",0.72243432856436
"22",0.661025323194365
"23",0.48726336134787
"24",0.816758293538413
"25",0.785552107592324
"26",0.502517001531108
"27",0.756853230339963
"28",0.660434942617768
"29",0.494152073234201
"30",0.492623851720319
"31",0.504596028663508
"32",0.558449397348954
"33",0.392081561191679
"34",0.715117047226699
"35",0.547427695765857
"36",0.488812683589953
"37",0.705986897630912
"38",0.682937104180147
"39",0.704000843500407
"40",0.549126792270324
"41",0.744759369762932
"42",0.586210071049037
"43",0.67750003360999
"44",0.667043784726467
"45",0.503217710835088
"46",0.667205316202678
"47",0.712283327077573
"48",0.479792440770252
"49",0.816715199625858
"50",0.653249357556696
"51",0.576739258698316
"52",0.627600556199244
"53",0.635878778654914
"54",0.597485064459919
"55",0.623170963890411
"56",0.743788809423189
"57",0.699187623793606
"58",0.702894370460919
"59",0.699378567725372
"60",0.731472996873837
"61",0.538771392122906
"62",0.607074521678679
"63",0.742491290274853
"64",0.630260376038076
"65",0.538368909313227
"66",0.602060651559317
"67",0.562472884797311
"68",0.544422153235279
"69",0.671390801451582
"70",0.749306129458428
"71",0.428494093716191
"72",0.701781512975162
"73",0.694677944150523
"74",0.679484061838492
"75",0.616664503761106
"76",0.603433654871384
"77",0.657277002116408
"78",0.60676918343268
"79",0.636834817013829
"80",0.763332028394659
"81",0.770127765505221
"82",0.743853700066105
"83",0.632987713749514
"84",0.638312723280717
"85",0.545672330018892
"86",0.674697139225554
"87",0.607682248567632
"88",0.651010040228761
"89",0.481501017122704
"90",0.740935482514638
"91",0.55227636191508
"92",0.55163019926753
"93",0.542825263932395
"94",0.720973895679901
"95",0.614148329962768
"96",0.56579169654521
"97",0.590391496876217
"98",0.571705749690998
"99",0.626212715894466
"100",0.597693401187455
