"","x"
"1",0.554459297168637
"2",0.643131064795146
"3",0.733855244835896
"4",0.54847197912763
"5",0.669900580411903
"6",0.630604157565802
"7",0.437824489712254
"8",0.737104182499666
"9",0.669726062981815
"10",0.546307466740037
"11",0.721494742028155
"12",0.76943745250331
"13",0.733497327975737
"14",0.544919921551542
"15",0.690143369403371
"16",0.716379554931467
"17",0.605986044184071
"18",0.530552082877481
"19",0.485956762993676
"20",0.738723134906563
"21",0.584139224608791
"22",0.635709359789337
"23",0.82054832718214
"24",0.719950483184064
"25",0.44725814855012
"26",0.576892993928969
"27",0.664254497988208
"28",0.546572931182728
"29",0.506277813371073
"30",0.667251340354159
"31",0.596222403013417
"32",0.740306585660187
"33",0.737928910579056
"34",0.613581299997108
"35",0.779200312523289
"36",0.568558988643358
"37",0.484914894807406
"38",0.637332128558026
"39",0.563762861292847
"40",0.662700888648813
"41",0.687141146178061
"42",0.684321881427566
"43",0.652791550850265
"44",0.533728594929197
"45",0.593389935825099
"46",0.52787072488094
"47",0.540462813209694
"48",0.620014803408788
"49",0.655185342692037
"50",0.744185408361804
"51",0.580208119859067
"52",0.782589814576602
"53",0.530282880138371
"54",0.647221330254171
"55",0.698446817804767
"56",0.638871790629087
"57",0.65407322961012
"58",0.624856573347614
"59",0.642853508943419
"60",0.648960209373758
"61",0.666052774218169
"62",0.656916810449042
"63",0.704464503859907
"64",0.642035723600222
"65",0.623639258118931
"66",0.667982344638382
"67",0.467182818700294
"68",0.426377868289973
"69",0.605755594225812
"70",0.657371838471037
"71",0.544103503038229
"72",0.515738192402094
"73",0.61699509973643
"74",0.591857462785225
"75",0.443423301434973
"76",0.560945332432938
"77",0.575021027844706
"78",0.618467652367072
"79",0.575579059911623
"80",0.644211808952771
"81",0.647684827719223
"82",0.464357107641226
"83",0.592931059574871
"84",0.58814316571738
"85",0.594113175644363
"86",0.697946180333149
"87",0.570248689289989
"88",0.662941946727697
"89",0.543786500223942
"90",0.567979077569201
"91",0.437985831929756
"92",0.651234635121523
"93",0.633334580822233
"94",0.544712130414812
"95",0.694896834177773
"96",0.696288949637667
"97",0.673846735220825
"98",0.670391123437107
"99",0.526062933347942
"100",0.595668061301493
"101",0.593856325402102
"102",0.496561309967627
"103",0.562300764163524
"104",0.624109960652486
"105",0.611374265858413
"106",0.688470930234693
"107",0.691475174057547
"108",0.582678530218046
"109",0.710950136164573
"110",0.723573898823904
"111",0.572680374525432
"112",0.559111793844853
"113",0.714849242978169
"114",0.581872053431752
"115",0.662329405184249
"116",0.490944080378132
"117",0.536519519847318
"118",0.64470027673944
"119",0.650121968136514
"120",0.706412489273616
"121",0.528344689334462
"122",0.481205123438528
"123",0.486237784849195
"124",0.647422236874537
"125",0.600581524461836
"126",0.704199977682483
"127",0.595331403935662
"128",0.604572103830754
"129",0.672112008525093
"130",0.593942310549202
"131",0.565260100822593
"132",0.676401393414221
"133",0.437211208884718
"134",0.488009076841874
"135",0.491254546609662
"136",0.78866147581554
"137",0.65791366650903
"138",0.718681676704779
"139",0.624928744088943
"140",0.724246330275036
"141",0.557138260659094
