"","V1","V2"
"1","WAIC","13830.2039390448"
"2","ML","13777.3272176379"
"3","AIC","13831.9440691562"
"4","BIC","13912.8411769609"
"5","RhatMax","1.106524505975"
"6","RhatMean","1.07795920813286"
"7","SE Mean","0.153074345023592"
"8","SE SD","0.00140535292486994"
