"","V1","V2"
"1","WAIC","13267.4413169883"
"2","ML","-6594.91281177578"
"3","AIC","13271.9099806035"
"4","BIC","13390.9661015236"
"5","RhatMax","1.03004097305026"
"6","RhatMean","1.00899865523864"
"7","SE Mean","0.157051711211188"
"8","SE SD","0.00241623221598598"
