"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
30,3,5,5,3,0.788902586076113,0.893031698138233,1.05877331215102,0.912211638937623,0.0027742272039798,0.87652027007723,0.256015010603958,0.0597287344293159,0.998956037828634,1.00059198986356
30,3,5,5,4,1.12470984106197,0.96607530903993,1.0697790242617,0.823947795372074,-0.0271638719748233,0.924905511643275,-0.121280563524079,0.0449578610708798,0.999427261614616,1.00200018944517
30,3,5,10,3,1.27918813759885,1.01221933919192,0.989314473936872,0.855304555030604,-0.101627972241987,0.955646086376924,0.025979795357619,-0.0615876676868872,0.999294896416337,1.00239404549019
30,3,5,10,4,1.06246259081974,0.923650728074659,1.12520735173079,0.572824397440293,0.045193773979036,0.916522959962826,0.0134682276497016,-0.0599727351744481,0.998941504030732,1.00330862604022
30,3,10,5,3,0.946973424670743,0.916421460437177,0.939340590348258,0.737307594054342,0.0405463307826243,0.867423662363881,0.0647355593270081,-0.00131017988729137,0.999326056283419,1.00675637849303
30,3,10,5,4,0.792250341264392,1.05059479162103,1.01859451493548,0.970747233686501,0.0555772045654,0.95749904119179,-0.103982888725252,-0.00437086389730944,0.999508019198483,1.00822198839455
30,3,10,10,3,1.39455593138744,1.11207517021613,1.04842083216455,0.509005516294728,0.0678085495949264,0.969358555438042,0.0832940252138707,-0.0783562390143849,0.999001719758874,1.00262134856838
30,3,10,10,4,0.888545885214139,0.918155852360477,0.972993906081335,0.582228202835031,-0.115528783765876,0.909925707812719,-0.0580334268259942,0.0353658582623999,0.999312123571895,1.00334188648643
30,5,5,5,3,1.09480897809661,1.04364772030924,0.928753836456076,0.797601227372714,0.0230800583026777,0.942837481957764,-0.124424084818876,-0.0233853826705107,0.999030868839066,1.00121681824785
30,5,5,5,4,1.04935698911068,0.898093944007691,0.63735669884787,0.725207661322461,0.0616388268864544,0.89785218098746,-0.00652751815952145,0.0519128033244061,0.99916639133517,1.00675943076673
30,5,5,10,3,1.05059258363219,1.00866451602265,1.04812783213313,1.06029773392364,0.170698381677552,0.954134662780196,0.15286117842019,0.0070704684944084,0.99903313314346,1.0009152094466
30,5,5,10,4,1.08180087741638,1.26524444872308,0.86348396365028,0.892399439825809,-0.0128883235416128,1.06468602041644,-0.0809052495603258,-0.0647346746915505,0.999086565374218,1.00136118984403
30,5,10,5,3,1.01047705884467,0.97458106295165,0.899766131849777,0.982462077215854,-0.0865286632333905,0.909092677299039,-0.0936208637478194,-0.0149640000689854,0.999165415642007,1.00239591790799
30,5,10,5,4,1.21161606332188,1.01060796349517,1.20547676515325,1.07739399861613,0.0574793206967998,0.949182910626646,0.0256698867136639,0.104805640405577,0.999756436324672,1.00566065312343
30,5,10,10,3,0.793361806320481,1.0578582017374,1.03603924840195,0.871785676558776,0.133692601964752,0.954170642756414,0.0346819274903405,-0.0975189146726838,0.999082547089524,1.00457317406955
30,5,10,10,4,1.23081500588324,0.997404400591531,1.08201848641686,0.80740980022882,0.0583110642907694,0.957657694155158,-0.0412964086324226,0.135390302050386,0.999635624757973,1.0063539417501
50,3,5,5,3,1.08436394813396,0.986459686135517,0.876814392675487,0.704561898897375,-0.157789115511323,0.923716042433089,0.327578584823983,0.0333730933172432,0.999209332163128,1.00420822839494
50,3,5,5,4,1.09964145654494,1.07273934439835,1.03771990237556,0.770655636786863,0.0879411558479551,0.995668596177759,-0.0680555056500809,0.0700631735903642,0.999010915747513,1.00231733073449
50,3,5,10,3,1.03316584196905,0.943804220588672,0.947561927728809,0.976120541208306,0.00501533289535119,0.924574242204048,-0.292343780743988,-0.123086798524268,0.998922076722508,1.00335840642246
50,3,5,10,4,0.902566113414171,1.03188419791019,1.18734310379212,1.03500776324656,0.0906403774804125,0.98167649406795,-0.0865743683230706,0.00549310568222478,0.998986807771444,1.00200998480635
50,3,10,5,3,1.03300929126341,1.18034122590432,1.10635632578152,0.833948248075274,0.0713204113025785,1.00423003737365,0.105520612498461,-0.033295831782468,0.999057679155665,1.00146540779093
50,3,10,5,4,1.08023491613326,0.944306610215076,0.938191693047551,0.894569913846096,0.00616739153921658,0.923207208249792,-0.026751871435409,0.090147283916849,0.99924040997204,1.00229038537729
50,3,10,10,3,1.07522099449505,1.00475226201874,0.985600006110288,0.659152512481946,-0.0417174275797949,0.957634276213255,0.0162243611763273,-0.0810411318050609,0.999433538456333,1.007343385963
50,3,10,10,4,0.986964973526848,1.0698231139392,0.926713674756208,0.648096154098927,-0.142059401172201,0.993683127574266,-0.0211210081078087,-0.00217972319099309,0.999095283067693,1.00397198296755
50,5,5,5,3,1.12732010387024,1.32617375322007,0.809568992166457,0.864308938770485,0.111787171684985,1.08066195897531,-0.108061316229833,-0.157083946955277,0.998887909785945,1.00121534275978
50,5,5,5,4,1.0418062376916,0.935047685799682,1.24854025066278,0.903412160006815,-0.00906487088985169,0.923764964943404,0.305204054760064,0.155686125008519,0.9990134210496,1.0032998904289
50,5,5,10,3,1.09633395191592,0.993929790247669,1.02118807540528,1.36271339780155,0.103950746693774,0.963835779400224,0.0806457812469697,-0.128457177890023,0.998970273211624,1.00090657769085
50,5,5,10,4,1.23118114962989,0.964820912147089,0.983481374602707,0.643571430227058,0.114640866290802,0.957428509914964,-0.0169063414898009,0.175288995663528,0.999091226977753,1.00196244028302
50,5,10,5,3,1.1221622881453,1.18779171055776,1.0595356225077,0.800713509571124,-0.0577191492338903,1.01321785745754,0.156553744086177,0.00444264349164515,0.999166103720508,1.00399322916649
50,5,10,5,4,1.07598735691428,1.149353769905,0.924552470973151,0.83077453367018,0.0683909659175777,1.01461684165107,0.105233277765835,-0.0642208978331334,0.999148480707059,1.00272097605376
50,5,10,10,3,0.972029432887373,1.06752517198293,0.891431317679141,0.826404501368033,-0.0547767438018378,0.989727440414832,-0.0426501600545366,0.00424125753350229,0.998951960111209,1.0016300389353
50,5,10,10,4,1.02215757981349,1.10602918802259,1.00110484739024,1.10150057654195,-0.0637575428384175,1.02148527657816,0.0203376960163515,-0.124670123543449,0.999147527554524,1.00265278480248
