"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
"1",-0.00389679870209513,-0.0259300896303216,-0.00495868767764528,0.0037076143396314,0.00971989042427802,-0.0129388390554496,-0.0155032636582172,-0.0246680022190461,-0.0118294367749931,0.0300495933677532,0.0252898936145898,-0.0292014797740118,0.0434534931326066,0.000187262573775465,-0.0445606767720245,-0.0221255435178879,-0.0160742452188503,0.00739323528162862,0.00132101543495396,0.0345612571793475,-0.00746008298882502,0.0173021509131905,-0.00655351749151257,-0.00369819950912968,-0.000182116094113159,-0.0216766391384023,0.030149261210279,-0.0313285751931214,-0.0393065526482672,-0.0199078636674111,-0.012794257025865,-0.0048556897099695,-0.0133403984863963,0.0350775401762968
"2",-0.00721463621414015,-0.00309629390071095,-0.00500099497677021,-0.0243321209321771,0.0215655897431838,-0.0263353649789026,-0.0129957147304146,-0.016926263056638,-0.00216587015343915,0.0328969131919663,0.00655941502632438,-0.0295188192385295,0.0423160392023345,0.0102273406704244,-0.0469195275039171,-0.0298900945708349,-0.0215803397087393,-0.00903385994324009,-0.00569586199077059,0.0320094896714932,-0.0145884924141861,0.0231531848480574,-0.0283138838566502,0.00245301832074928,0.00121846497500864,-0.0151672895295158,0.0405617678937346,-0.0373963452098151,-0.0317222761213989,-0.00911565355938063,-0.00764226303237489,-0.000808769103662648,0.00206746545446964,0.0466008048881531
"3",-0.0347544106311712,-0.016213114269292,0.00570834726658011,-0.0269256123649379,0.0292775890063959,-0.0197114652581305,0.00123609520360379,0.00675937952240941,-0.000583049625894698,0.0212163687291512,0.0209857611149374,-0.0353036135926283,0.0508667526781491,0.00305344475946039,-0.0447741299113606,-0.040312641704065,-0.0250735889811752,-0.00852169837722505,-0.00157424739436373,0.0350638349793293,-0.0174395438786426,-0.0216484567553135,-0.0366735924841653,-0.000540982600747278,-0.0266226068787982,-0.000680652898066905,0.0392007131455567,-0.0314050438978053,-0.0245964907146661,-0.0115951672052396,-0.0077195550982886,0.0125342396686751,0.00921798107460048,0.0588800375432182
"4",-0.0240203051489716,-0.0282628525504051,-0.0140196215152073,-0.0146832915174102,0.0463695768885844,0.0110351307295515,-0.0115582079511483,0.0121223299778811,-0.0120595614405782,0.030416397699175,0.0331252587718247,-0.0341027635612104,0.0712605695922363,0.0112281333313283,-0.0607788396949012,-0.0262080850512128,-0.0254505713566015,-0.0124507153453096,-0.00518410084578512,0.0253146569781825,-0.0242364327801653,-0.0194130346199941,-0.024723032677304,-0.0194088924831244,-0.0273529884913234,-0.00279157684091526,0.036148205773742,-0.0144692273838035,-0.0311538276234318,0.0119858392226257,-0.0103373167261013,0.0011109197761827,0.0128013458466255,0.0640332836428654
"5",-0.0350622153453994,-0.0306971621030824,-0.021506313936219,-0.0201788066484035,0.0245439846813222,0.00396141703633511,-0.00337773058061687,-0.00722442253898514,-0.0102450261951518,0.0173546981572143,0.0175077463883911,-0.00232988179094179,0.0571479278309148,0.00210710173259033,-0.0744883704664359,-0.014003247791423,-0.0222268226322618,-0.0142801143423386,-0.00827253106038508,0.0316439178953619,-0.0538473424882552,-0.0155294292567671,-0.01103172006324,-0.0163464140354303,-0.0280674147141111,-0.0216934552979114,0.0427669857784143,-0.0302794882443544,-0.0274563493448997,0.0151111700220667,-0.00553836621327189,-0.00442378521607698,0.0239267437895836,0.0633057170861928
"6",-0.0800218673596909,-0.044088164939041,-0.0138576867245849,-0.0215604941409422,0.0290360030792572,-0.0232913268672311,-0.00868232071219014,0.0037225742090845,-0.0169892498975957,-0.00380643935400284,-0.010199777387811,-0.00407483804176741,0.0762952542588834,0.00783730669175976,-0.0675015339507012,-0.0463270109357174,-0.0142021982033841,-0.0349975714871968,-0.00459769294816735,0.0411662311824686,-0.0550024571951624,-0.0375736591629039,-0.00824954196972995,-0.045831152793663,-0.0491297310935178,-0.0387978450682382,0.0231495105615258,-0.0409618574034299,-0.0294895203117362,0.0145107946861122,-0.00475180303968004,0.00633787240626664,0.0361432230388012,0.0687811328586995
"7",-0.0826318192546037,-0.0412793279358305,-0.0148216012356491,-0.0209097494216602,0.0344308290119166,-0.0194230497221828,-0.0158099225884747,0.00590274853722055,-0.0086692021889782,-0.0101631326783209,-0.00471125807925,-0.0142988290690233,0.0569163072561588,-0.00741202589107728,-0.0668523246220693,-0.0552926333963253,-0.0191275928682629,-0.0310367141130321,-0.0129140365771229,0.0506294217718536,-0.0475082139066292,-0.0412597930727311,-0.00311765396248401,-0.0450528971335224,-0.0512143396591034,-0.0449699916242685,0.0315253007243624,-0.0321098254465304,-0.0180414742729551,0.0208375022913053,-0.00910126121916899,-0.000916824666176179,0.0336034212344671,0.0529357376016713
"8",-0.105426241572631,-0.0388230297469193,-0.0211295867189287,-0.0199476790094485,0.0522934367258847,-0.00701227935810408,-0.0373149313682558,-0.00667513865936129,-0.0167204482267753,-0.00572646809855782,-0.00881081195344901,-0.0273446544529438,0.0172544051306797,-0.00317204169218973,-0.0684612657614883,-0.0580971280407428,-0.0237797630117511,-0.0363892135647205,-0.019226462851639,0.0605085133348085,-0.0372911389674817,-0.0525350552949163,0.0173042481157196,-0.061056561327434,-0.0511884813829172,-0.0552953966525178,0.00763649911848507,-0.0392443902664441,-0.0119309651371979,0.0180760438352826,-0.015971662730529,0.000321214006030963,0.0294163077626825,0.0422189307420913
"9",-0.107370197643247,-0.0200221379640436,-0.0239054962416743,-0.0139074907669102,0.0583741786811794,-0.00302077614223207,-0.0320120967802334,-0.00393925398684733,-0.026096903381774,-0.00737025177961539,0.00224311361003691,-0.024864695128079,0.0404343699747014,-0.00893506764231082,-0.0559686176427023,-0.0598614281444602,-0.0315125127463395,-0.0624495363567127,-0.0117191233727847,0.0771268644934377,-0.0485134415502648,-0.0742942448749358,0.0210672141894028,-0.0563480254469783,-0.0371529183157222,-0.0618084414350171,0.0112894153545091,-0.0435490534140753,-0.0251701182029962,0.0215425224094365,0.0120277253807407,-0.000536904494736441,0.0174292452024238,0.0425356463766272
"10",-0.0981054321282307,-0.0223442489657709,-0.0181310596669106,0.00473426602718615,0.0476063118973891,-0.00881682787345522,-0.027296841157355,-0.00381002252745753,-0.0228405043823472,-0.011051682077959,-0.0201602215744128,-0.0242446150718885,0.0343263207129603,-0.0145305650506375,-0.0606692229005516,-0.0487948758226667,-0.0183990495555281,-0.0624506560483113,-0.0095974996204846,0.0787280110070607,-0.0404007682240813,-0.0832624163987536,0.0162492896606377,-0.0468376625137076,-0.022941019932118,-0.0466705234811884,0.00645739663562824,-0.0274159042592946,-0.0333251820287902,0.0361100374628069,0.0166592658945663,-0.00464637133989322,0.0143107486940533,0.037692593168802
