"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
30,3,5,5,3,0.95712016923286,0.896632409569664,1.85893124540774,0.912875048728439,NA,0.00486032510331186,-0.388005240233247,-1.49687535614115,0.232833276800327,NA,0.999272553129521,1.00133148106798
30,3,5,5,4,0.865942571540132,0.995024632825592,1.98696784433031,0.95524123815966,NA,0.00324907197919277,0.0683495502017908,-1.82706738753368,0.0735801296614649,NA,0.999609922604944,1.00277129019179
30,3,5,10,3,1.07874217940046,1.15337251684481,1.76357257088343,1.23598855614363,NA,0.00829103809851896,0.656429238916106,-1.12179123412763,0.0596501539927866,NA,0.999303651002772,1.00245677133629
30,3,5,10,4,0.959724657305825,0.745676896321852,1.35145964392969,1.07780076608469,NA,-0.0134744556737489,0.367782058223519,-1.00111148776956,0.104247762605481,NA,0.999428292632505,1.00209237783507
30,3,10,5,3,0.949908410706952,0.866640555840883,1.81539340481591,0.877603748605273,NA,0.00738990936262926,0.155505956917325,-1.62611529036203,0.29512461272103,NA,0.999511808987412,1.00204587871166
30,3,10,5,4,0.883559281255127,1.00703372445957,2.58891475820491,0.879829175335073,NA,0.00192712514091237,-0.179902549622628,-2.26900319428108,0.0780526573582551,NA,0.99957193176713,1.00546395613794
30,3,10,10,3,1.15624651800053,0.907637128439181,2.22834838560028,0.881308004954578,NA,-0.0197600218516578,0.439551017065531,-1.98774976852342,0.0276438415391793,NA,0.9994996527664,1.00409253794634
30,3,10,10,4,1.02505589445511,1.10485671473851,1.66860945725561,0.961659365520382,NA,0.001848116560258,0.46424301134729,-1.37989743229473,0.0511875348644133,NA,0.999240715233012,1.00462367422999
30,5,5,5,3,1.0562080139708,0.458234460622513,2.60120588312329,0.978527455711666,NA,0.0294439155311111,-0.069264193941944,-2.38893734000065,-0.0367353435686345,NA,0.999399664187745,1.00401449387876
30,5,5,5,4,0.87585728397621,0.959245349557995,1.62820525934605,1.05590734496556,NA,0.0121843020026839,0.19261911410134,-1.35209521951158,-0.149895338231655,NA,0.999625996071953,1.00462715750466
30,5,5,10,3,1.0108397861297,0.457302944354079,2.45727321080077,1.01581147452727,NA,-0.0172731280129712,-0.251019036426455,-2.28059401527842,-0.123190561705301,NA,0.999660856203856,1.00528754339254
30,5,5,10,4,0.882257328232106,0.717811248992269,1.55299632605864,1.04220468591075,NA,-0.0266695796318205,0.324274853395257,-1.1110696726918,-0.0493828054709261,NA,0.999383383652116,1.0023523014932
30,5,10,5,3,1.11821508346564,0.925087109803611,2.03778396051739,1.04304695216646,NA,-0.0120297501215934,-0.151899218673658,-1.89501849711093,-0.160262274568672,NA,0.999659459339527,1.00242196227265
30,5,10,5,4,1.03486586865095,0.928123468582338,1.63068242428838,1.08909416536413,NA,0.00809233825417508,0.165893327786842,-1.25516413509795,0.0680814285559165,NA,0.999517964635692,1.00256873067806
30,5,10,10,3,0.949058532315059,0.948325795343662,1.65263991694709,1.07385109641983,NA,0.00675277668371189,-0.168187820116426,-1.55292525394286,-0.104530026907348,NA,0.999112922929481,1.00328234901324
30,5,10,10,4,0.991821144693491,0.936734815612481,1.8497201208822,1.02271493239569,NA,-0.00121350008164265,-0.0262271626610344,-1.63433120220514,0.014181504949204,NA,0.999235397817496,1.00207514270834
50,3,5,5,3,1.12861432746818,0.441721955031301,2.45442364234435,0.981068496441542,NA,0.0148674343922459,0.25273267604231,-2.24514684818277,-0.0272863841194319,NA,0.999567409170609,1.00334180560326
50,3,5,5,4,1.00219619295019,0.836125126255587,1.33494132489656,1.22651587253159,NA,0.00462276086164612,-0.127139050806992,-1.20512887965268,-0.307384626699383,NA,0.999795924937285,1.00323907394094
50,3,5,10,3,1.07818999424638,1.45130962637473,2.97560994048532,0.882824241697168,NA,0.0013837829674633,-0.512849274645644,-2.74078907880397,-0.0748507164334107,NA,0.999290328626237,1.00282875276794
50,3,5,10,4,1.21028603754291,0.828818794501583,1.099374921023,1.25289757706557,NA,-0.0201264407402993,-0.391030448264545,-0.881189246326068,0.0328151618171863,NA,0.999305032584792,1.00189433069766
50,3,10,5,3,1.01454258029408,1.00043872948854,1.94724902142067,0.960543373609053,NA,0.0103525186058135,0.482792475934981,-1.79758336937975,0.20551890655875,NA,0.999350549515943,1.00274983458498
50,3,10,5,4,1.00629895124856,0.845357740023055,2.10230977001898,0.93994365460376,NA,-0.0107161395249404,-0.170300422817062,-1.65831089020136,-0.000118664086687614,NA,0.999278433419872,1.00259145198028
50,3,10,10,3,0.907501824612579,0.739265498990844,2.01353953002767,0.889844322517756,NA,-0.00478110428884199,-0.0858361291146542,-1.74480015743015,0.0750834099652206,NA,0.99933295092711,1.00522876922366
50,3,10,10,4,0.987534171424744,0.969289344375215,1.86455915667652,1.08478811215724,NA,-0.00436377667792997,0.277397818403584,-1.58472651994545,-0.054543841657678,NA,0.998993088461256,1.0038043087494
50,5,5,5,3,0.965400288572564,1.27701218438047,2.07453756842268,0.91043272597115,NA,0.017971930682575,0.353676865106744,-1.88169939204434,-0.0951315049909924,NA,0.999587851973126,1.00445234336225
50,5,5,5,4,0.768126930867994,0.817802750374264,1.75431022103042,0.778041170361179,NA,-0.0109033827147484,0.29097334164964,-1.71379816685241,-0.090818315768264,NA,0.999497723343613,1.00479285941017
