"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
30,15,5,3,0.266785721803653,0.488567457643384,0.239830032648599,0.496234331547059,0.109449138040762,-0.112470523885799,0.20116428132111,-2.08166817117217e-17,1.00374925364968,1.01787013518591
30,10,5,3,0.281281246424936,0.607091032167146,0.218528856417001,0.499565604608098,0.00504761268017199,-0.156542011778453,0.0426459175192442,1.38777878078145e-17,1.00166443301845,1.00692068263065
30,15,5,5,0.319685858464366,0.391890155802687,0.295326752491438,0.491169736530807,0.0406345952246051,-0.086765707694241,0.104139450372044,1.04083408558608e-17,1.00070496680413,1.00403493753793
30,10,5,5,0.341295579863804,0.600958687392027,0.294058139077607,0.4438128057297,-0.0205165697286644,-0.0869004218377461,0.156371191308219,0,1.00494240067854,1.01442157313129
60,15,5,3,0.238730416798431,0.26447178320622,0.306246295262876,0.300215484721177,-0.0137779302807751,-0.0340073893467181,-0.0605820683095032,-5.20417042793042e-18,1.00870718138747,1.03256449188994
60,10,5,3,0.339971554515872,0.366999245029259,0.281179694364468,0.377586276192103,-0.0711950570816161,0.00346375433325931,-0.192707279583052,-3.46944695195361e-18,1.00215571868709,1.00934642595236
60,15,5,5,0.216503752420024,0.356163085170719,0.31770093810508,0.315557682528523,-0.0845925875896934,-0.0522627854918952,-0.181570891108282,2.42861286636753e-17,1.00331108983254,1.01135763856319
60,10,5,5,0.256255452256259,0.240079478758313,0.17064768330471,0.350151668924982,-0.0224037658840779,-0.0424297902267792,-0.0180511237954534,-5.20417042793042e-18,1.00367162103977,1.01392134165299
