"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
30,15,5,3,0.267686057515254,1.08809992617508,0.270235287849358,0.497400676163321,-0.0676709194999467,-0.237109154671768,-0.0865869345438979,2.10335221462188e-17,1.00371039955707,1.01543232311225
30,10,5,3,0.317827746730226,0.659289563432745,0.314498107503081,0.344953277701245,-0.0561152094471615,-0.0951879588203637,-0.123245088828805,-8.67361737988404e-18,1.00109818044597,1.00561176121812
30,15,5,5,0.233261921080604,0.492453533602156,0.306084207126026,0.43224676900756,0.0978911157589513,-0.107866869478036,0.241879677902385,0,1.00184947481359,1.00907778100607
30,10,5,5,0.336904592785996,1.37806344697758,0.200675071931389,0.338551555920493,-0.109163366397646,-0.365962628629865,-0.139643757894092,1.21430643318376e-17,1.00058847677106,1.00438103211114
60,15,5,3,0.250444142024936,0.254464393465054,0.259554798252255,0.397123906605991,0.0883392805655933,0.028393188885134,0.0372448096563971,1.73472347597681e-18,1.00346157460071,1.01411144833187
60,10,5,3,0.27380716222547,0.337334092672476,0.189010591728243,0.388038485816746,-0.014685827774046,-0.0161779000715069,-0.0200207781160324,8.67361737988404e-18,1.00068540044408,1.00549547185123
60,15,5,5,0.20907414789177,0.402503998187234,0.165797123417994,0.29129104517698,-0.065599237380582,-0.0550267532482073,-0.00991646613535903,-5.63785129692462e-18,1.00425040265304,1.01645015652257
60,10,5,5,0.292602766810628,0.286955190793308,0.223713352385995,0.364972273136691,0.0162391950958679,0.0380629282615783,-0.0370405894474467,7.80625564189563e-18,1.00084638037245,1.0034139287786
