"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
30,5,5,0.415196884049406,0.214646115716081,0.449170230354923,0.0313493730158519,-0.0295315513133115,-3.03576608295941e-17,1.00062172654175,1.00474320556828
30,10,5,0.25390858154451,0.365316365191607,0.386029708418255,0.0250370186556811,0.0108714428601032,0,1.0002458410728,1.00669129618508
50,5,5,0.346310582971675,0.231448328669939,0.343471690903772,0.0062392378464316,-0.00803494635815529,-2.77555756156289e-17,0.999485716297545,1.00232609907435
50,10,5,0.208918949265116,0.250635708835878,0.292962174823384,-0.028119580727562,-0.0627817577464651,6.93889390390723e-18,0.99962889565875,1.0025711152256
